fdc_id,description_en,description_de
174786,"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Protein Performance Bar, Caramel Nut Rush","Formulierter Riegel, MARS SNACKFOOD US, SNICKERS MARATHON Protein Performance Bar, Caramel Nut Rush"
174787,"Formulated bar, LUNA BAR, NUTZ OVER CHOCOLATE","Formulierter Riegel, LUNA BAR, NUTZ OVER CHOCOLATE"
174788,"Snacks, FRITOLAY, SUNCHIPS, multigrain, French onion flavor","Snacks, FRITOLAY, SUNCHIPS, Mehrkorn, französischer Zwiebelgeschmack"
174789,"Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, Harvest Cheddar flavor","Snacks, FRITOLAY, SUNCHIPS, Mehrkorn-Snack, Harvest Cheddar-Geschmack"
174790,"Pretzels, soft, unsalted","Brezeln, weich, ungesalzen"
174791,"Snacks, vegetable chips, HAIN CELESTIAL GROUP, TERRA CHIPS","Snacks, Gemüsechips, HAIN CELESTIAL GROUP, TERRA CHIPS"
174792,"Formulated bar, ZONE PERFECT CLASSIC CRUNCH BAR, mixed flavors","Formulierter Riegel, ZONE PERFECT CLASSIC CRUNCH BAR, gemischte Geschmacksrichtungen"
174793,"Snacks, granola bar, KASHI GOLEAN, chewy, mixed flavors","Snacks, Müsliriegel, KASHI GOLEAN, Kaubonbons, gemischte Geschmacksrichtungen"
174794,"Snacks, granola bar, KASHI TLC Bar, chewy, mixed flavors","Snacks, Müsliriegel, KASHI TLC Riegel, Kaubonbons, gemischte Geschmacksrichtungen"
174795,"Snacks, granola bars, QUAKER OATMEAL TO GO, all flavors","Snacks, Müsliriegel, QUAKER OATMEAL TO GO, alle Geschmacksrichtungen"
174796,"Snacks, vegetable chips, made from garden vegetables","Snacks, Gemüsechips, hergestellt aus Gartengemüse"
174797,"Snacks, granola bar, KASHI TLC Bar, crunchy, mixed flavors","Snacks, Müsliriegel, KASHI TLC Bar, knusprig, gemischte Geschmacksrichtungen"
174798,"Snacks, candy bits, yogurt covered with vitamin C","Snacks, Süßigkeiten, Joghurt mit Vitamin C"
174799,"Snacks, CLIF BAR, mixed flavors","Snacks, CLIF BAR, gemischte Geschmacksrichtungen"
174800,"Snacks, granola bar, QUAKER, chewy, 90 Calorie Bar","Snacks, Müsliriegel, QUAKER, zäh, 90-Kalorien-Riegel"
174801,"Snacks, granola bar, GENERAL MILLS NATURE VALLEY, SWEET&SALTY NUT, peanut","Snacks, Müsliriegel, GENERAL MILLS NATURE VALLEY, SWEET&SALTY NUT, Erdnuss"
174802,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, with yogurt coating","Snacks, Müsliriegel, GENERAL MILLS, NATURE VALLEY, mit Joghurtüberzug"
174803,"Snack, Mixed Berry Bar","Snack, gemischter Beerenriegel"
174804,"Snacks, potato chips, made from dried potatoes (preformed), multigrain","Snacks, Kartoffelchips, hergestellt aus getrockneten Kartoffeln (vorgeformt), Mehrkorn"
174805,"Snacks, potato chips, lightly salted","Snacks, Kartoffelchips, leicht gesalzen"
174806,"Snacks, Pretzels, gluten- free made with cornstarch and potato flour","Snacks, Brezeln, glutenfrei, hergestellt aus Maisstärke und Kartoffelmehl"
174807,"Soup, egg drop, Chinese restaurant","Suppe, Eiertropfen, chinesisches Restaurant"
174808,"Soup, hot and sour, Chinese restaurant","Suppe, scharf-sauer, chinesisches Restaurant"
174809,"Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12","Getränke, THE COCA-COLA COMPANY, NOS Zero, Energy Drink, zuckerfrei mit Guarana, angereichert mit den Vitaminen B6 und B12"
174810,"Alcoholic beverage, whiskey sour, canned","Alkoholisches Getränk, Whiskey Sour, in Dosen"
174811,"Beverages, Whiskey sour mix, bottled","Getränke, Whiskey-Sour-Mix, abgefüllt"
174812,"Alcoholic beverage, whiskey sour, prepared from item 14028","Alkoholisches Getränk, Whiskey Sour, zubereitet aus Artikel 14028"
174813,"Beverages, ABBOTT, EAS soy protein powder","Getränke, ABBOTT, EAS Sojaproteinpulver"
174814,"Beverages, CYTOSPORT, Muscle Milk, ready-to-drink","Getränke, CYTOSPORT, Muskelmilch, trinkfertig"
174815,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof","Alkoholisches Getränk, destilliert, alle (Gin, Rum, Wodka, Whiskey) 80 Proof"
174816,"Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink","Getränke, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink"
174817,"Alcoholic beverage, distilled, rum, 80 proof","Alkoholisches Getränk, destilliert, Rum, 80 Proof"
174818,"Alcoholic beverage, distilled, vodka, 80 proof","Alkoholisches Getränk, destilliert, Wodka, 80 Proof"
174819,"Alcoholic beverage, distilled, whiskey, 86 proof","Alkoholisches Getränk, destilliert, Whisky, 86 Proof"
174820,"Beverages, almond milk, chocolate, ready-to-drink","Getränke, Mandelmilch, Schokolade, trinkfertig"
174821,"Beverages, Energy Drink with carbonated water and high fructose corn syrup","Getränke, Energy Drink mit kohlensäurehaltigem Wasser und Maissirup mit hohem Fruchtzuckergehalt"
174822,"Beverages, Energy Drink, sugar free","Getränke, Energy Drink, zuckerfrei"
174823,"Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink","Getränke, ABBOTT, ENSURE, Ernährungsshake, trinkfertig"
174824,"Beverages, chocolate powder, no sugar added","Getränke, Schokoladenpulver, ohne Zuckerzusatz"
174825,"Beverages, ZEVIA, cola","Getränke, ZEVIA, Cola"
174826,"Beverages, ZEVIA, cola, caffeine free","Getränke, ZEVIA, Cola, koffeinfrei"
174827,"Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG,Gerolsteiner naturally sparkling mineral water,","Getränke, GEROLSTEINER BRUNNEN GmbH & Co. KG, Gerolsteiner Mineralwasser mit natürlichem Kohlensäure,"
174828,"Beverages, yellow green colored citrus soft drink with caffeine","Getränke, gelbgrünes Zitrus-Erfrischungsgetränk mit Koffein"
174829,"Beverages, V8 SPLASH Smoothies, Strawberry Banana","Getränke, V8 SPLASH Smoothies, Erdbeer-Banane"
174830,"Beverages, V8 SPLASH Smoothies, Tropical Colada","Getränke, V8 SPLASH Smoothies, Tropical Colada"
174831,"Beverages, Coconut water, ready-to-drink, unsweetened","Getränke, Kokoswasser, trinkfertig, ungesüßt"
174832,"Beverages, almond milk, unsweetened, shelf stable","Getränke, Mandelmilch, ungesüßt, haltbar"
174833,"Alcoholic Beverage, wine, table, red, Cabernet Sauvignon","Alkoholisches Getränk, Wein, Tisch, Rot, Cabernet Sauvignon"
174834,"Alcoholic Beverage, wine, table, red, Cabernet Franc","Alkoholisches Getränk, Wein, Tisch, Rot, Cabernet Franc"
174835,"Alcoholic Beverage, wine, table, red, Pinot Noir","Alkoholisches Getränk, Wein, Tisch, Rot, Pinot Noir"
174836,"Alcoholic Beverage, wine, table, red, Syrah","Alkoholisches Getränk, Wein, Tisch, Rot, Syrah"
174837,"Alcoholic beverage, wine, table, white","Alkoholisches Getränk, Wein, Tisch, weiß"
174838,"Alcoholic Beverage, wine, table, red, Lemberger","Alkoholisches Getränk, Wein, Tisch, rot, Lemberger"
174839,"Alcoholic Beverage, wine, table, red, Sangiovese","Alkoholisches Getränk, Wein, Tisch, Rot, Sangiovese"
174840,"Alcoholic Beverage, wine, table, red, Carignane","Alkoholisches Getränk, Wein, Tisch, Rot, Carignane"
174841,"Alcoholic beverage, wine, table, white, Pinot Gris (Grigio)","Alkoholisches Getränk, Wein, Tisch, weiß, Pinot Gris (Grigio)"
174842,"Beverages, carbonated, club soda","Getränke, kohlensäurehaltig, Limonade"
174843,"Alcoholic beverage, wine, table, white, Gewurztraminer","Alkoholisches Getränk, Wein, Tisch, Weiß, Gewürztraminer"
174844,"Alcoholic beverage, wine, table, white, late harvest, Gewurztraminer","Alkoholisches Getränk, Wein, Tisch, weiß, Spätlese, Gewürztraminer"
174845,"Alcoholic beverage, wine, table, white, Semillon","Alkoholisches Getränk, Wein, Tisch, Weiß, Semillon"
174846,"Beverages, carbonated, ginger ale","Getränke, kohlensäurehaltig, Ginger Ale"
174847,"Beverages, NESTEA, tea, black, ready-to-drink, lemon","Getränke, NESTEA, Tee, schwarz, trinkfertig, Zitrone"
174848,"Alcoholic beverage, wine, table, white, Pinot Blanc","Alkoholisches Getränk, Wein, Tisch, Weiß, Pinot Blanc"
174849,"Alcoholic beverage, wine, table, white, Muscat","Alkoholisches Getränk, Wein, Tisch, weiß, Maskat"
174850,"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine","Getränke, kohlensäurehaltig, kalorienarm, Cola- oder Pfeffer-Typ, mit Aspartam, ohne Koffein"
174851,"Beverages, carbonated, cola, without caffeine","Getränke, kohlensäurehaltig, Cola, ohne Koffein"
174852,"Beverages, carbonated, cola, regular","Getränke, kohlensäurehaltig, Cola, normal"
174853,"Beverages, carbonated, reduced sugar, cola, contains caffeine and sweeteners","Getränke, kohlensäurehaltig, zuckerreduziert, Cola, enthalten Koffein und Süßstoffe"
174854,"Beverages, carbonated, orange","Getränke, kohlensäurehaltig, Orange"
174855,"Beverages, tea, black, ready-to-drink, peach, diet","Getränke, Tee, Schwarz, trinkfertig, Pfirsich, Diät"
174856,"Beverages, OCEAN SPRAY, Ruby Red cranberry","Getränke, OCEAN SPRAY, Ruby Red Cranberry"
174857,"Beverages, MOTTS, Apple juice light, fortified with vitamin C","Getränke, MOTTS, Apfelsaft leicht, angereichert mit Vitamin C"
174858,"Beverages, Lemonade, powder","Getränke, Limonade, Pulver"
174859,"Lemonade, powder, prepared with water","Limonade, Pulver, zubereitet mit Wasser"
174860,"Beverages, lemonade-flavor drink, powder","Getränke, Getränk mit Limonadengeschmack, Pulver"
174861,"Beverages, lemonade-flavor drink, powder, prepared with water","Getränke, Getränk mit Limonadengeschmack, Pulver, zubereitet mit Wasser"
174862,"Limeade, frozen concentrate, prepared with water","Limette, gefrorenes Konzentrat, zubereitet mit Wasser"
174863,"Malt beverage, includes non-alcoholic beer","Malzgetränk, einschließlich alkoholfreies Bier"
174864,"Beverages, OVALTINE, Classic Malt powder","Getränke, OVALTINE, klassisches Malzpulver"
174865,"Beverages, Malted drink mix, chocolate, with added nutrients, powder, prepared with whole milk","Getränke, Malzgetränkemischung, Schokolade, mit Zusatz von Nährstoffen, Pulver, zubereitet mit Vollmilch"
174866,"Beverages, malted drink mix, chocolate, powder","Getränke, Malzgetränkemischung, Schokolade, Pulver"
174867,"Beverages, Malted drink mix, chocolate, powder, prepared with whole milk","Getränke, Malzgetränkemischung, Schokolade, Pulver, zubereitet mit Vollmilch"
174868,"Beverages, orange drink, canned, with added vitamin C","Getränke, Orangengetränk, in Dosen, mit Zusatz von Vitamin C"
174869,"Strawberry-flavor beverage mix, powder","Getränkemischung mit Erdbeergeschmack, Pulver"
174870,"Beverages, Strawberry-flavor beverage mix, powder, prepared with whole milk","Getränke, Getränkemischung mit Erdbeergeschmack, Pulver, zubereitet mit Vollmilch"
174871,"Beverages, tea, black, brewed, prepared with tap water, decaffeinated","Getränke, Tee, schwarz, aufgebrüht, mit Leitungswasser zubereitet, entkoffeiniert"
174872,"Beverages, tea, instant, decaffeinated, unsweetened","Getränke, Tee, Instant, entkoffeiniert, ungesüßt"
174873,"Beverages, tea, instant, unsweetened, prepared with water","Getränke, Tee, Instant, ungesüßt, mit Wasser zubereitet"
174874,"Lamb, New Zealand, imported, square-cut shoulder chops, separable lean and fat, cooked, braised","Lamm, Neuseeland, importiert, quadratisch geschnittene Schulterkoteletts, mageres und fettes Fleisch trennbar, gekocht, geschmort"
174875,"Lamb, New Zealand, imported, square-cut shoulder chops, separable lean and fat, raw","Lamm, Neuseeland, importiert, quadratisch geschnittene Schulterkoteletts, mageres und fettes Fleisch trennbar, roh"
174876,"Lamb, New Zealand, imported, square-cut shoulder, separable lean and fat, cooked, slow roasted","Lamm, Neuseeland, importiert, quadratisch geschnittene Schulter, trennbares Mager- und Fettfleisch, gekocht, langsam geröstet"
174877,"Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean and fat, raw","Lamm, Neuseeland, importiert, Keule mit Tunnelknochen, abgehackt, Haxe abgetrennt, mager und fett trennbar, roh"
174878,"Lamb, New Zealand, imported, tenderloin, separable lean and fat, raw","Lamm, Neuseeland, importiert, Filet, trennbares mageres und fettes Fleisch, roh"
174879,"Veal, ground, cooked, pan-fried","Kalbfleisch, gemahlen, gekocht, in der Pfanne gebraten"
174880,"Veal, leg, top round, cap off, cutlet, boneless, cooked, grilled","Kalbfleisch, Keule, oben rund, ohne Kappe, Schnitzel, ohne Knochen, gekocht, gegrillt"
174881,"Veal, shoulder, blade chop, separable lean only, cooked, grilled","Kalbfleisch, Schulter, Messerkotelett, teilbar, nur mager, gegart, gegrillt"
174882,"Veal, external fat only, raw","Kalbfleisch, nur äußeres Fett, roh"
174883,"Veal, external fat only, cooked","Kalbfleisch, nur äußeres Fett, gekocht"
174884,"Veal, seam fat only, raw","Kalbfleisch, nur Nahtfett, roh"
174885,"Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean only, trimmed to 1/8"" fat, cooked, roasted","Lamm, australisch, importiert, frisch, Keule, Hinterteil, ohne Knochen, trennbares, nur mageres Lammfleisch, auf 1/8 Zoll Fett zugeschnitten, gekocht, geröstet"
174886,"Lamb, Australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, braised","Lamm, australisch, importiert, frisch, Keule, Hinterkeule, Ferse, mit Knochen, nur teilbar, mager, auf 1/8 Zoll Fett getrimmt, gekocht, geschmort"
174887,"Lamb, Australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean only, trimmed to 1/8"" fat, raw","Lamm, australisch, importiert, frisch, Keule, Hinterkeule, Ferse, mit Knochen, nur trennbares Magerfleisch, auf 1/8 Zoll Fett zugeschnitten, roh"
174888,"Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean only, trimmed to 1/8"" fat, cooked, roasted","Lamm, australisch, importiert, frisch, Filet, ohne Knochen, trennbar, nur mager, auf 1/8 Zoll Fett zugeschnitten, gekocht, geröstet"
174889,"Lamb, Australian, imported, fresh, rack, roast, frenched, denuded, bone-in, separable lean only, trimmed to 0"" fat, cooked, roasted","Lamm, australisch, importiert, frisch, vom Rack, gebraten, französisch, entblößt, mit Knochen, nur teilbar, mager, auf 0 Zoll Fett getrimmt, gekocht, geröstet"
174890,"Lamb, Australian, imported, fresh, rack, roast, frenched, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, roasted","Lamm, australisch, importiert, frisch, vom Rost, gebraten, französisch, mit Knochen, trennbar, nur mager, auf 1/8 Zoll Fett getrimmt, gekocht, geröstet"
174891,"Lamb, Australian, imported, fresh, external fat, cooked","Lamm, australisch, importiert, frisch, Außenfett, gekocht"
174892,"Lamb, Australian, imported, fresh, external fat, raw","Lamm, australisch, importiert, frisch, äußeres Fett, roh"
174893,"Lamb, Australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean and fat, trimmed to 1/8"" fat, cooked, braised","Lamm, australisch, importiert, frisch, Keule, Hinterkeule, Ferse, mit Knochen, trennbares Magerfleisch und Fett, auf 1/8 Zoll Fett zugeschnitten, gekocht, geschmort"
174894,"Lamb, Australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean and fat, trimmed to 1/8"" fat, raw","Lamm, australisch, importiert, frisch, Keule, Hinterkeule, Ferse, mit Knochen, trennbares mageres und fettes Fleisch, auf 1/8 Zoll Fett zugeschnitten, roh"
174895,"Lamb, Australian, imported, fresh, leg, trotter off, bone-in, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted","Lamm, australisch, importiert, frisch, Keule, ohne Traber, mit Knochen, trennbares Magerfleisch und Fett, auf 1/8 Zoll Fett zugeschnitten, gekocht, geröstet"
174896,"Lamb, Australian, imported, fresh, leg, trotter off, bone-in, separable lean and fat, trimmed to 1/8"" fat, raw","Lamm, australisch, importiert, frisch, Keule, ohne Traber, mit Knochen, trennbares Muskelfleisch und Fett, auf 1/8 Zoll Fett zugeschnitten, roh"
174897,"Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted","Lamm, australisch, importiert, frisch, Filet, ohne Knochen, trennbares Magerfleisch und Fett, auf 1/8 Zoll Fett zugeschnitten, gekocht, geröstet"
174898,"Lamb, Australian, imported, fresh, rib chop, frenched, denuded, bone-in, separable lean and fat, trimmed to 0"" fat, cooked, grilled","Lamm, australisch, importiert, frisch, Rippchenkotelett, französisch, entblößt, mit Knochen, trennbares mageres und fettes Fleisch, auf 0 Zoll Fett getrimmt, gekocht, gegrillt"
174899,"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)","Bagels, natur, angereichert, mit Calciumpropionat (einschließlich Zwiebeln, Mohn, Sesam)"
174900,"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame), toasted","Bagels, naturbelassen, angereichert, mit Calciumpropionat (einschließlich Zwiebeln, Mohn, Sesam), geröstet"
174901,"Bagels, egg","Bagels, Ei"
174902,"Biscuits, plain or buttermilk, dry mix","Kekse, Natur oder Buttermilch, Trockenmischung"
174903,"Biscuits, plain or buttermilk, dry mix, prepared","Kekse, Natur oder Buttermilch, Trockenmischung, zubereitet"
174904,"Biscuits, plain or buttermilk, refrigerated dough, lower fat","Kekse, Natur- oder Buttermilch, gekühlter Teig, weniger Fett"
174905,"Biscuits, plain or buttermilk, refrigerated dough, lower fat, baked","Kekse, Natur- oder Buttermilch, gekühlter Teig, fettarm, gebacken"
174906,"Bread, banana, prepared from recipe, made with margarine","Brot, Banane, nach Rezept zubereitet, hergestellt mit Margarine"
174907,"Bread, boston brown, canned","Brot, Boston Brown, aus der Dose"
174908,"Bread, cornbread, dry mix, enriched (includes corn muffin mix)","Brot, Maisbrot, Trockenmischung, angereichert (einschließlich Mais-Muffin-Mischung)"
174909,"Bread, cornbread, dry mix, prepared with 2% milk, 80% margarine, and eggs","Brot, Maisbrot, Trockenmischung, zubereitet mit 2 % Milch, 80 % Margarine und Eiern"
174910,"Bread, cornbread, prepared from recipe, made with low fat (2%) milk","Brot, Maisbrot, nach Rezept zubereitet, hergestellt aus fettarmer (2 %) Milch"
174911,"Bread, french or vienna, toasted (includes sourdough)","Brot, französisches oder Wiener Brot, geröstet (einschließlich Sauerteig)"
174912,"Bread, irish soda, prepared from recipe","Brot, irische Limonade, nach Rezept zubereitet"
174913,"Bread, Italian","Brot, Italienisch"
174914,"Bread, multi-grain, toasted (includes whole-grain)","Brot, Mehrkorn, geröstet (einschließlich Vollkorn)"
174915,"Bread, pita, white, enriched","Brot, Fladenbrot, weiß, angereichert"
174916,"Bread, pita, whole-wheat","Brot, Fladenbrot, Vollkornbrot"
174917,"Bread, protein (includes gluten)","Brot, Eiweiß (einschließlich Gluten)"
174918,"Bread, pumpernickel","Brot, Pumpernickel"
174919,"Bread, reduced-calorie, oatmeal","Brot, kalorienreduziert, Haferflocken"
174920,"Bread, reduced-calorie, rye","Brot, kalorienreduziert, Roggen"
174921,"Bread, reduced-calorie, wheat","Brot, kalorienreduziert, Weizen"
174922,"Bread, reduced-calorie, white","Brot, kalorienreduziert, weiß"
174923,"Bread, rice bran","Brot, Reiskleie"
174924,"Bread, white, commercially prepared (includes soft bread crumbs)","Brot, weiß, handelsüblich zubereitet (einschließlich weicher Semmelbrösel)"
174925,"Bread, white, commercially prepared, toasted","Brot, weiß, kommerziell zubereitet, geröstet"
174926,"Bread, white, prepared from recipe, made with nonfat dry milk","Brot, weiß, nach Rezept zubereitet, hergestellt aus fettfreier Trockenmilch"
174927,"Bread, white, prepared from recipe, made with low fat (2%) milk","Brot, weiß, nach Rezept zubereitet, hergestellt aus fettarmer (2 %) Milch"
174928,"Bread, crumbs, dry, grated, plain","Brot, Krümel, trocken, gerieben, natur"
174929,"Bread, sticks, plain","Brot, Stangen, schlicht"
174930,"Bread, stuffing, dry mix","Brot, Füllung, Trockenmischung"
174931,"Bread, stuffing, dry mix, prepared","Brot, Füllung, Trockenmischung, zubereitet"
174932,"Cake, pudding-type, carrot, dry mix","Kuchen, Puddingtyp, Karotte, Trockenmischung"
174933,"Cake, cherry fudge with chocolate frosting","Kuchen, Kirschfondant mit Schokoladenglasur"
174934,"Cake, chocolate, commercially prepared with chocolate frosting, in-store bakery","Kuchen, Schokolade, kommerziell zubereitet mit Schokoladenglasur, Bäckerei im Laden"
174935,"Cake, pudding-type, chocolate, dry mix","Kuchen, Puddingtyp, Schokolade, Trockenmischung"
174936,"Cake, coffeecake, creme-filled with chocolate frosting","Kuchen, Kaffeekuchen, cremegefüllt mit Schokoladenglasur"
174937,"Cake, coffeecake, fruit","Kuchen, Kaffeekuchen, Obst"
174938,"Cake, coffeecake, cinnamon with crumb topping, dry mix, prepared","Kuchen, Kaffeekuchen, Zimt mit Streuseln, Trockenmischung, zubereitet"
174939,"Cake, fruitcake, commercially prepared","Kuchen, Obstkuchen, kommerziell zubereitet"
174940,"Cake, pound, commercially prepared, other than all butter, enriched","Kuchen, Pfund, kommerziell zubereitet, außer Butter, angereichert"
174941,"Cake, shortcake, biscuit-type, prepared from recipe","Kuchen, Shortcake, Kekstyp, nach Rezept zubereitet"
174942,"Cake, snack cakes, creme-filled, chocolate with frosting","Kuchen, Snackkuchen, mit Creme gefüllt, Schokolade mit Zuckerguss"
174943,"Cake, snack cakes, creme-filled, sponge","Kuchen, Snackkuchen, mit Creme gefüllt, Biskuitteig"
174944,"Cake, yellow, commercially prepared, with chocolate frosting, in-store bakery","Kuchen, gelb, handelsüblich zubereitet, mit Schokoladenglasur, Ladenbäckerei"
174945,"Cake, yellow, commercially prepared, with vanilla frosting","Kuchen, gelb, handelsüblich zubereitet, mit Vanilleglasur"
174946,"Cake, pudding-type, yellow, dry mix","Kuchen, Puddingtyp, gelb, Trockenmischung"
174947,"Cake, yellow, enriched, dry mix","Kuchen, gelb, angereichert, Trockenmischung"
174948,"Cookies, brownies, dry mix, regular","Kekse, Brownies, Trockenmischung, normal"
174949,"Cookies, brownies, prepared from recipe","Kekse, Brownies, nach Rezept zubereitet"
174950,"Cookies, butter, commercially prepared, enriched","Kekse, Butter, kommerziell zubereitet, angereichert"
174951,"Cookies, fudge, cake-type (includes trolley cakes)","Kekse, Fudge, Kuchentyp (einschließlich Trolley-Kuchen)"
174952,"Cookies, chocolate chip, dry mix","Kekse, Schokoladenstückchen, Trockenmischung"
174953,"Cookies, chocolate chip, refrigerated dough","Kekse, Schokoladenstückchen, gekühlter Teig"
174954,"Cookies, chocolate chip, refrigerated dough, baked","Kekse, Schokoladenstückchen, gekühlter Teig, gebacken"
174955,"Cookies, chocolate chip, prepared from recipe, made with margarine","Kekse, Schokoladenstückchen, nach Rezept zubereitet, hergestellt mit Margarine"
174956,"Cookies, gingersnaps","Kekse, Lebkuchen"
174957,"Cookies, graham crackers, plain or honey (includes cinnamon)","Kekse, Graham Cracker, natur oder mit Honig (einschließlich Zimt)"
174958,"Cookies, graham crackers, chocolate-coated","Kekse, Graham Cracker, mit Schokolade überzogen"
174959,"Cookies, ladyfingers, with lemon juice and rind","Kekse, Löffelbiskuits, mit Zitronensaft und Zitronenschale"
174960,"Cookies, oatmeal, dry mix","Kekse, Haferflocken, Trockenmischung"
174961,"Cookies, oatmeal, refrigerated dough","Kekse, Haferflocken, gekühlter Teig"
174962,"Cookies, oatmeal, refrigerated dough, baked","Kekse, Haferflocken, gekühlter Teig, gebacken"
174963,"Cookies, oatmeal, with raisins","Kekse, Haferflocken, mit Rosinen"
174964,"Cookies, peanut butter, prepared from recipe","Kekse, Erdnussbutter, nach Rezept zubereitet"
174965,"Cookies, peanut butter sandwich, regular","Kekse, Erdnussbutter-Sandwich, normal"
174966,"Cookies, raisin, soft-type","Kekse, Rosinen, weicher Typ"
174967,"Cookies, shortbread, commercially prepared, plain","Kekse, Shortbread, kommerziell zubereitet, einfach"
174968,"Cookies, shortbread, commercially prepared, pecan","Kekse, Shortbread, kommerziell zubereitet, Pekannuss"
174969,"Cookies, peanut butter sandwich, special dietary","Kekse, Erdnussbutter-Sandwich, spezielle Diät"
174970,"Cookies, sugar wafer, with creme filling, sugar free","Kekse, Zuckerwaffel, mit Cremefüllung, zuckerfrei"
174971,"Cookies, sugar, commercially prepared, regular (includes vanilla)","Kekse, Zucker, kommerziell zubereitet, normal (einschließlich Vanille)"
174972,"Cookies, sugar, refrigerated dough","Kekse, Zucker, gekühlter Teig"
174973,"Cookies, vanilla wafers, lower fat","Kekse, Vanillewaffeln, weniger Fett"
174974,"Cookies, vanilla wafers, higher fat","Kekse, Vanillewaffeln, höherer Fettgehalt"
174975,"Crackers, cheese, regular","Cracker, Käse, normal"
174976,"Crackers, cheese, sandwich-type with peanut butter filling","Cracker, Käse, Sandwich-Typ mit Erdnussbutterfüllung"
174977,"Crackers, melba toast, plain","Cracker, Melba-Toast, einfach"
174978,"Crackers, melba toast, rye (includes pumpernickel)","Cracker, Melba-Toast, Roggen (einschließlich Pumpernickel)"
174979,"Crackers, melba toast, wheat","Cracker, Melba-Toast, Weizen"
174980,"Crackers, milk","Cracker, Milch"
174981,"Crackers, rusk toast","Cracker, Zwiebacktoast"
174982,"Crackers, standard snack-type, regular","Cracker, Standard-Snacktyp, normal"
174983,"Crackers, standard snack-type, sandwich, with cheese filling","Cracker, Standard-Snack-Typ, Sandwich, mit Käsefüllung"
174984,"Crackers, standard snack-type, sandwich, with peanut butter filling","Cracker, Standard-Snack-Typ, Sandwich, mit Erdnussbutterfüllung"
174985,"Crackers, wheat, regular","Cracker, Weizen, normal"
174986,"Cream puff shell, prepared from recipe","Windbeutelschale, nach Rezept zubereitet"
174987,"Croissants, butter","Croissants, Butter"
174988,"Croissants, apple","Croissants, Apfel"
174989,"Croissants, cheese","Croissants, Käse"
174990,"Doughnuts, cake-type, plain (includes unsugared, old-fashioned)","Donuts, kuchenartig, einfach (einschließlich ungezuckert, altmodisch)"
174991,"Doughnuts, cake-type, plain, chocolate-coated or frosted","Donuts, kuchenartig, natur, mit Schokolade überzogen oder glasiert"
174992,"Doughnuts, cake-type, plain, sugared or glazed","Donuts, kuchenartig, pur, gezuckert oder glasiert"
174993,"Doughnuts, cake-type, chocolate, sugared or glazed","Donuts, kuchenartig, schokoladig, gezuckert oder glasiert"
174994,"Muffins, English, plain, enriched, with ca prop (includes sourdough)","Muffins, englisch, natur, angereichert, mit Ca Prop (inklusive Sauerteig)"
174995,"Muffins, English, plain, toasted, enriched, with calcium propionate (includes sourdough)","Muffins, englisch, natur, geröstet, angereichert, mit Calciumpropionat (einschließlich Sauerteig)"
174996,"Muffins, English, mixed-grain (includes granola)","Muffins, Englisch, Mischkorn (einschließlich Müsli)"
174997,"Muffins, English, raisin-cinnamon (includes apple-cinnamon)","Muffins, Englisch, Rosinen-Zimt (einschließlich Apfel-Zimt)"
174998,"French toast, prepared from recipe, made with low fat (2%) milk","French Toast, nach Rezept zubereitet, hergestellt aus fettarmer (2 %) Milch"
174999,"Hush puppies, prepared from recipe","Hush Puppies, zubereitet nach Rezept"
175000,"Ice cream cones, cake or wafer-type","Eistüten-, Kuchen- oder Waffel-Eis"
175001,"Ice cream cones, sugar, rolled-type","Eistüten, Zucker, gerollt"
175002,"Muffins, corn, commercially prepared","Muffins, Mais, kommerziell zubereitet"
175003,"Muffins, corn, dry mix, prepared","Muffins, Mais, Trockenmischung, zubereitet"
175004,"Muffins, corn, toaster-type","Muffins, Mais, Toaster-Typ"
175005,"Muffins, corn, prepared from recipe, made with low fat (2%) milk","Muffins, Mais, nach Rezept zubereitet, hergestellt aus fettarmer (2 %) Milch"
